mls,campus_number,school_district,school,rating
26130291,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
26183074,101912275,HOUSTON ISD,BUSH ELEMENTARY,A
26183074,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
26183110,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
26183110,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
26199853,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
26199853,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
26202223,101912189,HOUSTON ISD,KOLTER ELEMENTARY,A
26202223,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
26222190,101912201,HOUSTON ISD,MACGREGOR ELEMENTARY,C
26222190,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
26226646,101912259,HOUSTON ISD,WILSON MONTESSORI,C
26226646,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
26231484,101912178,HOUSTON ISD,HORN ELEMENTARY,A
26231484,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
26260310,101912251,HOUSTON ISD,TWAIN ELEMENTARY,A
26260310,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
26275087,101912243,HOUSTON ISD,THOMPSON ELEMENTARY,C
26275087,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
26279460,101912140,HOUSTON ISD,DOGAN ELEMENTARY,C
26279460,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
26295902,101912195,HOUSTON ISD,LOCKHART ELEMENTARY,C
26295902,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
26315892,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
26315892,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
26318162,101912245,HOUSTON ISD,STEVENS ELEMENTARY,D
26318162,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
26361517,101912216,HOUSTON ISD,PATTERSON ELEMENTARY,B
26361517,101912027,HOUSTON ISD,CHAVEZ HIGH SCHOOL,C
26405425,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
26405425,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
26563150,101912274,HOUSTON ISD,ASKEW ELEMENTARY,C
26563150,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
26585380,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
26585380,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
26601732,101912229,HOUSTON ISD,ROBERTS ELEMENTARY,A
26601732,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
26673955,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
26673955,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
26696532,101912189,HOUSTON ISD,KOLTER ELEMENTARY,A
26696532,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
26732714,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
26732714,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
26732984,101912224,HOUSTON ISD,RED ELEMENTARY,B
26732984,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
26781787,101912292,HOUSTON ISD,CARRILLO ELEMENTARY,B
26781787,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
26799719,101912158,HOUSTON ISD,GARDEN VILLAS ELEMENTARY,B
26799719,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
26828911,101912149,HOUSTON ISD,EMERSON ELEMENTARY,C
26828911,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
26847135,101912259,HOUSTON ISD,WILSON MONTESSORI,C
26847135,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
26880126,101912259,HOUSTON ISD,WILSON MONTESSORI,C
26880126,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
26915030,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
26915030,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
26969900,101912479,HOUSTON ISD,SHADYDALE ELEMENTARY,C
26969900,101912477,HOUSTON ISD,NORTH FOREST HIGH SCHOOL,D
27079590,101912259,HOUSTON ISD,WILSON MONTESSORI,C
27079590,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
27081605,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
27081605,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
27087722,101912201,HOUSTON ISD,MACGREGOR ELEMENTARY,C
27087722,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
27114505,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
27114505,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
27141157,101912475,HOUSTON ISD,ELMORE ELEMENTARY,C
27141157,101912007,HOUSTON ISD,KASHMERE HIGH SCHOOL,C
27168972,101912108,HOUSTON ISD,BASTIAN ELEMENTARY,B
27168972,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
27182049,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
27182049,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
27183914,101912172,HOUSTON ISD,HENDERSON N ELEMENTARY,B
27183914,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
27201173,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
27201173,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
27253216,101912221,HOUSTON ISD,POE ELEMENTARY,B
27253216,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
27301988,101912195,HOUSTON ISD,LOCKHART ELEMENTARY,C
27301988,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
27314558,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
27314558,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
27316316,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
27316316,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
27322240,101912108,HOUSTON ISD,BASTIAN ELEMENTARY,B
27322240,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
27435759,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
27435759,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
27436532,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
27436532,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
27472465,101912181,HOUSTON ISD,JANOWSKI ELEMENTARY,C
27472465,101912310,HOUSTON ISD,HOUSTON MATH SCIENCE AND TECHNOLOG,C
27485315,101912170,HOUSTON ISD,HELMS ELEMENTARY,B
27485315,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
27518211,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
27518211,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
27544232,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
27544232,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
27548899,101912245,HOUSTON ISD,STEVENS ELEMENTARY,D
27548899,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
27569870,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
27569870,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
27637857,101912169,HOUSTON ISD,HARVARD ELEMENTARY,A
27637857,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
27649560,101912239,HOUSTON ISD,SHEARN ELEMENTARY,C
27649560,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
27665268,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
27665268,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
27668995,101912395,HOUSTON ISD,HINES-CALDWELL ELEMENTARY,B
27668995,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
27689596,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
27689596,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
27733704,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
27733704,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
27749182,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
27749182,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
27753665,101912259,HOUSTON ISD,WILSON MONTESSORI,C
27753665,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
27768643,101912242,HOUSTON ISD,SMITH ELEMENTARY,F
27768643,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
27793277,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
27793277,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
27828935,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
27828935,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
27837902,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
27837902,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
27839695,101912249,HOUSTON ISD,TRAVIS ELEMENTARY,A
27839695,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
27842747,101912219,HOUSTON ISD,PINEY POINT ELEMENTARY,C
27842747,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
27849432,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
27849432,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
27885848,101912245,HOUSTON ISD,STEVENS ELEMENTARY,D
27885848,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
27923841,101912245,HOUSTON ISD,STEVENS ELEMENTARY,D
27923841,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
27976382,101912156,HOUSTON ISD,FROST ELEMENTARY,B
27976382,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
27986762,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
27986762,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
28042221,101912251,HOUSTON ISD,TWAIN ELEMENTARY,A
28042221,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
28142989,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
28142989,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
28179759,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
28179759,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
28204414,101912156,HOUSTON ISD,FROST ELEMENTARY,B
28204414,101912014,HOUSTON ISD,STERLING HIGH SCHOOL,C
28236292,101912155,HOUSTON ISD,FRANKLIN ELEMENTARY,D
28236292,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
28264674,101912247,HOUSTON ISD,YOUNG ELEMENTARY,F
28264674,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
28266768,101912251,HOUSTON ISD,TWAIN ELEMENTARY,A
28266768,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
28286726,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
28286726,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
28311780,101912267,HOUSTON ISD,WHITE ELEMENTARY,B
28311780,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
28328422,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
28328422,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
28355431,101912195,HOUSTON ISD,LOCKHART ELEMENTARY,C
28355431,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
28406857,101912201,HOUSTON ISD,MACGREGOR ELEMENTARY,C
28406857,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
28416470,101912239,HOUSTON ISD,SHEARN ELEMENTARY,C
28416470,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
28437332,101912189,HOUSTON ISD,KOLTER ELEMENTARY,A
28437332,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
28512884,101912219,HOUSTON ISD,PINEY POINT ELEMENTARY,C
28512884,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
28512892,101912239,HOUSTON ISD,SHEARN ELEMENTARY,C
28512892,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
28526330,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
28526330,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
28527543,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
28527543,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
28532900,101912256,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,B
28532900,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
28576521,101912195,HOUSTON ISD,LOCKHART ELEMENTARY,C
28576521,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
28577169,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
28577169,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
28582678,101912196,HOUSTON ISD,LONGFELLOW ELEMENTARY,B
28582678,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
28591492,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
28591492,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
28635834,101912229,HOUSTON ISD,ROBERTS ELEMENTARY,A
28635834,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
28648104,101912157,HOUSTON ISD,GARDEN OAKS MONTESSORI,C
28648104,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
28694421,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
28694421,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
28698329,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
28698329,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
28707609,101912248,HOUSTON ISD,SUTTON ELEMENTARY,B
28707609,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
28713732,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
28713732,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
28737333,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
28737333,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
28793010,101912251,HOUSTON ISD,TWAIN ELEMENTARY,A
28793010,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
28794223,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
28794223,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
28879198,101912215,HOUSTON ISD,PARKER ELEMENTARY,A
28879198,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
28892549,101912252,HOUSTON ISD,WAINWRIGHT ELEMENTARY,D
28892549,101912024,HOUSTON ISD,SCARBOROUGH HIGH SCHOOL,C
28892832,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
28892832,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
28905208,101912245,HOUSTON ISD,STEVENS ELEMENTARY,D
28905208,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
28933694,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
28933694,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
28959351,101912217,HOUSTON ISD,PECK ELEMENTARY,C
28959351,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
29015026,101912199,HOUSTON ISD,LOVETT ELEMENTARY,B
29015026,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
29055089,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
29055089,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
29114226,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
29114226,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
29168820,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
29168820,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
29187413,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
29187413,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
29190643,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
29190643,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
29239577,101912259,HOUSTON ISD,WILSON MONTESSORI,C
29239577,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
29247495,101912152,HOUSTON ISD,FIELD ELEMENTARY,A
29247495,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
29253130,101912121,HOUSTON ISD,BRUCE ELEMENTARY,D
29253130,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
29258845,101912253,HOUSTON ISD,WALNUT BEND ELEMENTARY,C
29258845,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
29260359,101912125,HOUSTON ISD,BURRUS ELEMENTARY,C
29260359,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
29266329,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
29266329,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
29269579,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
29269579,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
29275356,101912479,HOUSTON ISD,SHADYDALE ELEMENTARY,C
29275356,101912477,HOUSTON ISD,NORTH FOREST HIGH SCHOOL,D
29348686,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
29348686,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
29349298,101912198,HOUSTON ISD,LOVE ELEMENTARY,C
29349298,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
29403923,101912221,HOUSTON ISD,POE ELEMENTARY,B
29403923,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
29432723,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
29432723,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
29465616,101912182,HOUSTON ISD,JEFFERSON ELEMENTARY,B
29465616,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
29483905,101912110,HOUSTON ISD,BLACKSHEAR ELEMENTARY,C
29483905,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
29502926,101912479,HOUSTON ISD,SHADYDALE ELEMENTARY,C
29502926,101912477,HOUSTON ISD,NORTH FOREST HIGH SCHOOL,D
29509511,101912217,HOUSTON ISD,PECK ELEMENTARY,C
29509511,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
29513112,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
29513112,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
29742589,101912253,HOUSTON ISD,WALNUT BEND ELEMENTARY,C
29742589,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
29751168,101912275,HOUSTON ISD,BUSH ELEMENTARY,A
29751168,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
29753226,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
29753226,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
29811701,101912199,HOUSTON ISD,LOVETT ELEMENTARY,B
29811701,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
29817322,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
29817322,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
29819405,101912173,HOUSTON ISD,HEROD ELEMENTARY,A
29819405,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
29821438,101912199,HOUSTON ISD,LOVETT ELEMENTARY,B
29821438,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
29827083,101912116,HOUSTON ISD,BRIARGROVE ELEMENTARY,B
29827083,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
29845765,101912225,HOUSTON ISD,REYNOLDS ELEMENTARY,D
29845765,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
29856986,101912224,HOUSTON ISD,RED ELEMENTARY,B
29856986,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
29874209,101912105,HOUSTON ISD,ANDERSON ELEMENTARY,D
29874209,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
29956317,101912171,HOUSTON ISD,HENDERSON J ELEMENTARY,B
29956317,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
29993690,101912189,HOUSTON ISD,KOLTER ELEMENTARY,A
29993690,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
30014595,101912279,HOUSTON ISD,TIJERINA ELEMENTARY,A
30014595,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
30098078,101912224,HOUSTON ISD,RED ELEMENTARY,B
30098078,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
30161492,101912289,HOUSTON ISD,MARTINEZ C ELEMENTARY,F
30161492,101912003,HOUSTON ISD,NORTHSIDE HIGH SCHOOL,C
30206874,101912125,HOUSTON ISD,BURRUS ELEMENTARY,C
30206874,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
30220654,101912130,HOUSTON ISD,CONDIT ELEMENTARY,A
30220654,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
30231990,101912058,HOUSTON ISD,GREGORY-LINCOLN ELEMENTARY,D
30231990,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
30243501,101912218,HOUSTON ISD,PILGRIM ACADEMY,B
30243501,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
30274672,101912192,HOUSTON ISD,LANTRIP ELEMENTARY,C
30274672,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
30278277,101912148,HOUSTON ISD,ELROD ELEMENTARY,A
30278277,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
30281869,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
30281869,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
30287322,101912111,HOUSTON ISD,BONHAM ELEMENTARY,C
30287322,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
30293095,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
30293095,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
30318423,101912108,HOUSTON ISD,BASTIAN ELEMENTARY,B
30318423,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
30358827,101912241,HOUSTON ISD,SINCLAIR ELEMENTARY,B
30358827,101912015,HOUSTON ISD,WALTRIP HIGH SCHOOL,C
30376231,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
30376231,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
30400303,101912259,HOUSTON ISD,WILSON MONTESSORI,C
30400303,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
30461721,101912188,HOUSTON ISD,KENNEDY ELEMENTARY,C
30461721,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
30469224,101912259,HOUSTON ISD,WILSON MONTESSORI,C
30469224,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
30473496,101920115,SPRING BRANCH ISD,VALLEY OAKS ELEMENTARY,A
30473496,101920001,SPRING BRANCH ISD,MEMORIAL HIGH SCHOOL,A
30527121,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
30527121,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
30569321,101912259,HOUSTON ISD,WILSON MONTESSORI,C
30569321,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
30582383,101912178,HOUSTON ISD,HORN ELEMENTARY,A
30582383,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
30628478,101912228,HOUSTON ISD,RIVER OAKS ELEMENTARY,A
30628478,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
30635754,101912216,HOUSTON ISD,PATTERSON ELEMENTARY,B
30635754,101912027,HOUSTON ISD,CHAVEZ HIGH SCHOOL,C
30660702,101912174,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,D
30660702,101912016,HOUSTON ISD,WASHINGTON B T HIGH SCHOOL,C
30683484,101912279,HOUSTON ISD,TIJERINA ELEMENTARY,A
30683484,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
30705959,101912121,HOUSTON ISD,BRUCE ELEMENTARY,D
30705959,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
30800567,101912120,HOUSTON ISD,BROWNING ELEMENTARY,C
30800567,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
30827446,101912255,HOUSTON ISD,WEST UNIVERSITY ELEMENTARY,A
30827446,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
30829154,101912221,HOUSTON ISD,POE ELEMENTARY,B
30829154,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
30911107,101912199,HOUSTON ISD,LOVETT ELEMENTARY,B
30911107,101912002,HOUSTON ISD,BELLAIRE HIGH SCHOOL,B
31001789,101912121,HOUSTON ISD,BRUCE ELEMENTARY,D
31001789,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
31062653,101912263,HOUSTON ISD,LAW ELEMENTARY,C
31062653,101912019,HOUSTON ISD,WORTHING HIGH SCHOOL,C
31065725,101912147,HOUSTON ISD,ELIOT ELEMENTARY,A
31065725,101912018,HOUSTON ISD,WHEATLEY HIGH SCHOOL,F
31120947,101912148,HOUSTON ISD,ELROD ELEMENTARY,A
31120947,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
31138018,101912227,HOUSTON ISD,MCNAMARA ELEMENTARY,B
31138018,101912023,HOUSTON ISD,SHARPSTOWN HIGH SCHOOL,C
31176539,101912253,HOUSTON ISD,WALNUT BEND ELEMENTARY,C
31176539,101912036,HOUSTON ISD,WESTSIDE HIGH SCHOOL,B
31181794,101912221,HOUSTON ISD,POE ELEMENTARY,B
31181794,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
31229225,101912204,HOUSTON ISD,MEMORIAL ELEMENTARY,A
31229225,101912008,HOUSTON ISD,LAMAR HIGH SCHOOL,B
31251253,101912117,HOUSTON ISD,BRISCOE ELEMENTARY,C
31251253,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
31347406,101912175,HOUSTON ISD,HOBBY ELEMENTARY,D
31347406,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
31374143,101912135,HOUSTON ISD,CROCKETT ELEMENTARY,A
31374143,101912012,HOUSTON ISD,HEIGHTS HIGH SCHOOL,B
31409450,101912154,HOUSTON ISD,FOSTER ELEMENTARY,A
31409450,101912020,HOUSTON ISD,YATES HIGH SCHOOL,D
31435713,101912137,HOUSTON ISD,DE CHAUMES ELEMENTARY,B
31435713,101912310,HOUSTON ISD,HOUSTON MATH SCIENCE AND TECHNOLOG,C
31471086,101912239,HOUSTON ISD,SHEARN ELEMENTARY,C
31471086,101912010,HOUSTON ISD,MADISON HIGH SCHOOL,C
31498382,101912369,HOUSTON ISD,GROSS ELEMENTARY,D
31498382,101912017,HOUSTON ISD,WESTBURY HIGH SCHOOL,C
31549928,101912219,HOUSTON ISD,PINEY POINT ELEMENTARY,C
31549928,101912009,HOUSTON ISD,WISDOM HIGH SCHOOL,C
31568715,101912279,HOUSTON ISD,TIJERINA ELEMENTARY,A
31568715,101912001,HOUSTON ISD,AUSTIN HIGH SCHOOL,C
31594039,101912291,HOUSTON ISD,GALLEGOS ELEMENTARY,D
31594039,101912011,HOUSTON ISD,MILBY HIGH SCHOOL,C
